浙江,温州,120.700000,28.000000,
浙江,嘉兴,120.750000,30.750000,
浙江,湖州,120.080000,30.900000,
浙江,绍兴,120.570000,30.000000,
浙江,金华,119.650000,29.080000,
浙江,衢州,118.870000,28.930000,
浙江,舟山,122.200000,30.000000,
浙江,台州,121.430000,28.680000,
浙江,丽水,119.920000,28.450000,
安徽,合肥,117.250000,31.830000,
安徽,芜湖,118.380000,31.330000,
安徽,蚌埠,117.380000,32.920000,
安徽,淮南,117.000000,32.630000,
安徽,马鞍山,118.500000,31.700000,
安徽,淮北,116.800000,33.950000,
安徽,铜陵,117.820000,30.930000,
安徽,安庆,117.050000,30.530000,
安徽,黄山,118.330000,29.720000,
安徽,滁州,118.320000,32.300000,
安徽,阜阳,115.820000,32.900000,
安徽,宿州,116.980000,33.630000,
安徽,巢湖,117.870000,31.600000,
安徽,六安,116.500000,31.770000,
安徽,亳州,115.780000,33.850000,
安徽,池州,117.480000,30.670000,
安徽,宣城,118.750000,30.950000,
福建,福州,119.300000,26.080000,
福建,厦门,118.080000,24.480000,
福建,莆田,119.000000,25.430000,
福建,三明,117.620000,26.270000,
福建,泉州,118.670000,24.880000,
福建,漳州,117.650000,24.520000,
福建,南平,118.170000,26.650000,
福建,龙岩,117.030000,25.100000,
福建,宁德,119.520000,26.670000,
江西,南昌,115.850000,28.680000,
江西,景德镇,117.170000,29.270000,
江西,萍乡,113.850000,27.630000,
江西,九江,116.000000,29.700000,
江西,新余,114.920000,27.820000,
江西,鹰潭,117.070000,28.270000,
江西,赣州,114.930000,25.830000,
江西,吉安,114.980000,27.120000,
江西,安福,114.620000,27.380000,
江西,永新,114.230000,26.950000,
江西,宜春,114.380000,27.800000,
江西,抚州,116.350000,28.000000,
江西,上饶,117.970000,28.450000,
山东,济南,116.980000,36.670000,
山东,青岛,120.380000,36.070000,
山东,淄博,118.050000,36.820000,
山东,枣庄,117.320000,34.820000,
山东,东营,118.670000,37.430000,
山东,烟台,121.430000,37.450000,
山东,潍坊,119.150000,36.700000,
山东,济宁,116.580000,35.420000,
山东,泰安,117.080000,36.200000,
山东,威海,122.120000,37.520000,
山东,日照,119.520000,35.420000,
山东,莱芜,117.670000,36.220000,
山东,临沂,118.350000,35.050000,
山东,德州,116.300000,37.450000,
山东,聊城,115.980000,36.450000,
山东,滨州,117.970000,37.380000,
山东,牡丹,115.430000,35.250000,
河南,郑州,113.620000,34.750000,
河南,开封,114.300000,34.800000,
河南,洛阳,112.450000,34.620000,
河南,平顶山,113.180000,33.770000,
河南,安阳,114.380000,36.100000,
河南,鹤壁,114.280000,35.750000,
河南,新乡,113.900000,35.300000,
河南,焦作,113.250000,35.220000,
河南,濮阳,115.030000,35.770000,
河南,许昌,113.850000,34.030000,
河南,漯河,114.020000,33.580000,
河南,三门峡,111.200000,34.780000,
河南,南阳,112.520000,33.000000,
河南,商丘,115.650000,34.450000,
河南,信阳,114.070000,32.130000,
河南,周口,114.650000,33.620000,
河南,驻马店,114.020000,32.980000,
湖北,武汉,114.300000,30.600000,
湖北,黄石,115.030000,30.200000,
湖北,十堰,110.780000,32.650000,
湖北,宜昌,111.280000,30.700000,
湖北,襄阳,112.150000,32.020000,
湖北,鄂州,114.880000,30.400000,
湖北,荆门,112.200000,31.030000,
湖北,孝感,113.920000,30.930000,
湖北,荆州,112.230000,30.330000,
湖北,黄冈,114.870000,30.450000,
湖北,咸宁,114.320000,29.850000,
湖北,随州,113.370000,31.720000,
湖北,恩施,109.470000,30.300000,
湖北,仙桃,113.450000,30.370000,
湖南,长沙,112.930000,28.230000,
湖南,株洲,113.130000,27.830000,
湖南,湘潭,112.930000,27.830000,
湖南,衡阳,112.570000,26.900000,
湖南,邵阳,111.470000,27.250000,
湖南,岳阳,113.120000,29.370000,
湖南,常德,111.680000,29.050000,
湖南,张家界,110.470000,29.130000,
湖南,益阳,112.320000,28.600000,
湖南,郴州,113.020000,25.780000,
湖南,永州,111.620000,26.430000,
湖南,怀化,110.000000,27.570000,
湖南,娄底,112.000000,27.730000,
湖南,湘西,109.730000,28.320000,
广东,广州,113.270000,23.130000,
广东,韶关,113.600000,24.820000,
广东,深圳,114.050000,22.550000,
广东,珠海,113.570000,22.270000,
广东,汕头,116.680000,23.350000,
广东,佛山,113.120000,23.020000,
广东,江门,113.080000,22.580000,
广东,湛江,110.350000,21.270000,
广东,茂名,110.920000,21.670000,
广东,肇庆,112.470000,23.050000,
广东,惠州,114.420000,23.120000,
广东,梅州,116.120000,24.280000,
广东,汕尾,115.370000,22.780000,
广东,河源,114.700000,23.730000,
广东,阳江,111.980000,21.870000,
广东,清远,113.030000,23.700000,
广东,东莞,113.750000,23.050000,
广东,中山,113.380000,22.520000,
广东,潮州,116.620000,23.670000,
广东,揭阳,116.370000,23.550000,
广东,云浮,112.030000,22.920000,
广西,南宁,108.370000,22.820000,
广西,柳州,109.420000,24.330000,
广西,桂林,110.280000,25.280000,
广西,梧州,111.270000,23.480000,
广西,北海,109.120000,21.480000,
广西,防城港,108.350000,21.700000,
广西,钦州,108.620000,21.950000,
广西,贵港,109.600000,23.100000,
广西,玉林,110.170000,22.630000,
广西,百色,106.620000,23.900000,
广西,贺州,111.550000,24.420000,
广西,河池,108.070000,24.700000,
广西,来宾,109.230000,23.730000,
广西,崇左,107.370000,22.400000,
海南,海口,110.320000,20.030000,
海南,三亚,109.500000,18.250000,
海南,五指山,109.520000,18.780000,
重庆,重庆,106.550000,29.570000,
重庆,万州,108.400000,30.820000,
重庆,涪陵,107.400000,29.720000,
重庆,渝中,106.570000,29.550000,
重庆,大渡口,106.480000,29.480000,
重庆,江北,106.570000,29.600000,
重庆,沙坪坝,106.450000,29.530000,
重庆,九龙坡,106.500000,29.500000,
重庆,南岸,106.570000,29.520000,
重庆,北碚,106.400000,29.800000,
重庆,万盛,106.920000,28.970000,
重庆,双桥,105.780000,29.480000,
重庆,渝北,106.630000,29.720000,
重庆,巴南,106.520000,29.380000,
重庆,黔江,108.770000,29.530000,
重庆,长寿,107.080000,29.870000,
重庆,綦江,106.650000,29.030000,
重庆,潼南,105.830000,30.180000,
重庆,铜梁,106.050000,29.850000,
重庆,大足,105.720000,29.700000,
重庆,荣昌,105.580000,29.400000,
重庆,璧山,106.220000,29.600000,
重庆,梁平,107.800000,30.680000,
重庆,城口,108.670000,31.950000,
重庆,丰都,107.730000,29.870000,
重庆,垫江,107.350000,30.330000,
重庆,武隆,107.750000,29.330000,
重庆,忠县,108.020000,30.300000,
重庆,开县,108.420000,31.180000,
重庆,云阳,108.670000,30.950000,
重庆,奉节,109.470000,31.020000,
重庆,巫山,109.880000,31.080000,
重庆,巫溪,109.630000,31.400000,
重庆,石柱,108.120000,30.000000,
重庆,秀山,108.980000,28.450000,
重庆,酉阳,108.770000,28.850000,
重庆,彭水县,108.170000,29.300000,
四川,成都,104.070000,30.670000,
四川,自贡,104.780000,29.350000,
四川,攀枝花,101.720000,26.580000,
四川,泸州,105.430000,28.870000,
四川,德阳,104.380000,31.130000,
四川,绵阳,104.730000,31.470000,
四川,广元,105.830000,32.430000,
四川,遂宁,105.570000,30.520000,
四川,内江,105.050000,29.580000,
四川,乐山,103.770000,29.570000,
四川,南充,106.080000,30.780000,
四川,眉山,103.830000,30.050000,
四川,宜宾,104.620000,28.770000,
四川,广安,106.630000,30.470000,
四川,达州,107.500000,31.220000,
四川,雅安,103.000000,29.980000,
四川,巴中,106.770000,31.850000,
四川,资阳,104.650000,30.120000,
四川,阿坝,102.220000,31.900000,
四川,甘孜,101.970000,30.050000,
四川,凉山,102.270000,27.900000,
贵州,贵阳,106.630000,26.650000,
贵州,六盘水,104.830000,26.600000,
贵州,遵义,106.920000,27.730000,
贵州,安顺,105.950000,26.250000,
贵州,铜仁地,109.180000,27.720000,
贵州,兴义,104.900000,25.080000,
贵州,毕节地,105.280000,27.300000,
贵州,黔东,107.970000,26.580000,
贵州,黔南,107.520000,26.270000,
云南,昆明,102.720000,25.050000,
云南,曲靖,103.800000,25.500000,
云南,玉溪,102.550000,24.350000,
云南,保山,99.170000,25.120000,
云南,昭通,103.720000,27.330000,
云南,丽江,100.230000,26.880000,
云南,墨江,101.680000,23.430000,
云南,临沧,100.080000,23.880000,
云南,楚雄,101.550000,25.030000,
云南,红河,103.400000,23.370000,
云南,文山,104.250000,23.370000,
云南,西双版纳,100.800000,22.020000,
云南,大理,100.230000,25.600000,
云南,德宏,98.580000,24.430000,
云南,怒江,98.850000,25.850000,
云南,迪庆,99.700000,27.830000,
西藏,拉萨,91.130000,29.650000,
西藏,昌都,97.180000,31.130000,
西藏,山南,91.770000,29.230000,
西藏,日喀则,88.880000,29.270000,
西藏,那曲,92.070000,31.480000,
西藏,阿里,80.100000,32.500000,
西藏,林芝,94.370000,29.680000,
陕西,西安,108.930000,34.270000,
陕西,铜川,108.930000,34.900000,
陕西,宝鸡,107.130000,34.370000,
陕西,咸阳,108.700000,34.330000,
陕西,渭南,109.500000,34.500000,
陕西,延安,109.480000,36.600000,
陕西,汉中,107.020000,33.070000,
陕西,榆林,109.730000,38.280000,
陕西,安康,109.020000,32.680000,
陕西,商洛,109.930000,33.870000,
甘肃,兰州,103.820000,36.070000,
甘肃,嘉峪关,98.270000,39.800000,
甘肃,金昌,102.180000,38.500000,
甘肃,白银,104.180000,36.550000,
甘肃,天水,105.720000,34.580000,
甘肃,武威,102.630000,37.930000,
甘肃,张掖,100.450000,38.930000,
甘肃,平凉,106.670000,35.550000,
甘肃,酒泉,98.520000,39.750000,
甘肃,庆阳,107.630000,35.730000,
甘肃,定西,104.620000,35.580000,
甘肃,陇南,104.920000,33.400000,
甘肃,临夏,103.220000,35.600000,
甘肃,甘南,102.920000,34.980000,
青海,西宁,101.780000,36.620000,
青海,海东,102.120000,36.500000,
青海,海北,100.900000,36.970000,
青海,黄南,102.020000,35.520000,
青海,海南,100.620000,36.280000,
青海,果洛,100.230000,34.480000,
青海,玉树,97.020000,33.000000,
青海,海西,97.370000,37.370000,
宁夏,银川,106.280000,38.470000,
宁夏,石嘴山,106.380000,39.020000,
宁夏,吴忠,106.200000,37.980000,
宁夏,固原,106.280000,36.000000,
宁夏,中卫,105.180000,37.520000,
新疆,乌鲁木齐,87.620000,43.820000,
新疆,克拉玛依,84.870000,45.600000,
新疆,吐鲁番地,89.170000,42.950000,
新疆,哈密地,93.520000,42.830000,
新疆,昌吉,87.300000,44.020000,
新疆,博尔塔拉,82.070000,44.900000,
新疆,巴音郭楞,86.150000,41.770000,
新疆,阿克苏地,80.270000,41.170000,
新疆,阿图什,76.170000,39.720000,
新疆,喀什地,75.980000,39.470000,
新疆,和田地,79.920000,37.120000,
新疆,伊犁,81.320000,43.920000,
新疆,塔城地,82.980000,46.750000,
新疆,阿勒泰地,88.130000,47.850000,
新疆,石河子,86.030000,44.300000,
港澳台,香港,114.080000,22.200000,
港澳台,澳门,113.330000,22.130000,
港澳台,台湾,121.500000,25.030000,
